Book Id,Title,Sort Character,Primary Author,Primary Author Role,Secondary Author,Secondary Author Roles,Publication,Date,Review,Rating,Comment,Private Comment,Summary,Media,Physical Description,Weight,Height,Thickness,Length,Dimensions,Page Count,LCCN,Acquired,Date Started,Date Read,Barcode,BCID,Tags,Collections,Languages,Original Languages,LC Classification,ISBN,ISBNs,Subjects,Dewey Decimal,Dewey Wording,Other Call Number,Copies,Source,Entry Date,From Where,OCLC,Work id,Lending Patron,Lending Status,Lending Start,Lending End
253713120,Naaay! Taaay!,1,"Canon, Kristine",Author,"Tamayo, Vanessa",Illustrator,Adarna House (2012),2012,,,"In this storybook about children’s never-ending requests and pleas, we find whether Nanay and Tatay can ever say no.[return][return]Sa librong ito tungkol sa di-natatapos na hiling at pakiusap ng mga bata, malalaman natin kung kayang humindi nina Nanay at Tatay.",,Naaay! Taaay! by Kristine Canon (2012),Paperback,,,,,,,,,,,,31,,,Your library,Tagalog,,,[9715084206],"9715084206, 9789715084208",,,,,1,amazon.com books,[2023-12-04],,,16480691,"R., Jett",Checked out,4/6/2024,5/5/2024
253713158,SinoBayani? Jose Rizal A Halo-Halo Espesyal Book,1,"Reyes, Divine Gil",Author,"Suarez, Michelline|Joonee Garcia|Benjor Catindig",Author|Author|Illustrator,"Ilaw ng Tahanan Publishing, Inc. (2019)",2019,,,"What do we know about Rizal? We know he was a hero, we know he wrote a couple of bestselling books, and we know that we have a national park named after him. But way before all of that, he was a kid. Small for his age, skinny and bullied. So what happened in between? This is a book about the boy that existed before that hero happened--an awkward misfit who somehow found himself in a position of greatness. This is the story of Rizal told the Halo-halo way, and we hope it will help you get to know him a little better.",,SinoBayani? Jose Rizal A Halo-Halo Espesyal Book by Divine Gil Reyes (2019),Paperback,,1.01 pounds,,,,,,,,,,32,,,Your library,English,,,[9786214220250],"9786214220250, 6214220252",,,,,1,amazon.com books,[2023-12-04],,,26048180,(No name),,,
253713334,Masaya Pala!,1,"J. Tuazon, Lala",Author,"B. Portugal, Pat",Illustrator,"Adarna House, Inc.",2022,,,Unang araw ko sa eskuwela. Kaya ko bang hindi kasama si Nanay?[return]A board book about a child’s separation anxiety over his first day of school.,,Masaya Pala! by Lala J. Tuazon (2022),Board book,18 p.; 5.12 inches,0.17 pounds,5.12 inches,,5.12 inches,5.12 x 5.12 inches,18,,[2023-12-03],,,33,,"board book, birds, bilingual, Tagalog, English",Your library,"Tagalog, English",Multiple languages,,[9789715087537],"9789715087537, 9715087531",Board Books|Board books|FRIENDSHIP FICTION|Friendship FICTION|Friendship FIction|Friendship Fiction|Friendship fiction|board books|friendship fiction,,,,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,31337191,"V, Darren",Checked out,3/10/2024,3/24/2024
253713351,Bahay-kubo,1,"Acuña, Pergylene",Illustrator,,,"Adarna House, Inc.",2022,,,Kabilang sa seryeng nagtatampok ng mga awiting kagigiliwan ng mga bata.,,Bahay kubo by Pergylene Acuña (2012),Board book,14 p.; 5 inches,0.24 pounds,5 inches,,5 inches,5 x 5 inches,14,,[2023-12-03],,,34,,"board book, Tagalog, song",Your library,Tagalog,Tagalog,,[9789715084093],"9789715084093, 9715084095",Vegetables Children's picture books,,,,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,19844467,(No name),,,
253713467,Dumaan si Butiki,1,Gigi Constantino,Author,Ray Nazarene Sunga,Illustrator,"Adarna House, Inc. (2015), Edition: 1st, 12 pages",2015,,,"There on the ceiling, here on the floor. Everywhere and anywhere, goes little Butiki.[return][return]Doon sa kisame, dito sa sahig. Kung saan-saan dumaraan ang maliit na si Butiki.",,Dumaan si Butiki by Gigi Constantino (2015),Board book,,,,,,,,,,,,35,,,Your library,Tagalog,,,[9715085563],"9715085563, 9789715085564",,,,,1,amazon.com books,[2023-12-04],,,25355931,(No name),,,
253713754,Kapitbahay kubo,1,"Acuña, Pergylene",,,,"[Quezon City, Metro Manila, Philippines] : Adarna House, 2016.",2016,,,"Kapitbahay kubo, kahit munti, ang halaman doon ay marami!",,Kapitbahay kubo by Pergylene Acuña (2016),Board book,17 cm,,17 cm,,17 cm,17 x 17 cm,,,,,,36,,,Your library,Tagalog,,,[9789715086042],"9789715086042, 9715086047",Board Books|Board books|Filipino language Vocabulary Juvenile literature|Vegetables Philippines Vocabulary Juvenile literature|board books,635,Agriculture & related technologies > Domestic Gardening > Technology,,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,31337239,(No name),,,
253713836,Bahay ng marami't masasayang tinig,1,"Almario, Virgilio S.",,"Albano, Corazon Dandan-",Illustrator.,"Quezon City, Manila, Philippines : Adarna House, 2020.",2020,,,"Araw-araw na humaharap sa panganib ng lansangan ang mga batang Badjao tulad ni Palasia na dumayo sa lungsod upang mamalimos. Hanggang sa isang araw, nakarinig si Palasia ng marami't masasayang tinig mula sa isang bahay. Kanino kaya ang mga tinig na iyon?[return][return]Badjao children like Palasia, who go to the city to beg, face danger in the streets every day. But one day, Palasia hears many happy voices coming from a house. Whom do those voices belong to?",,Bahay ng marami't masasayang tinig by Virgilio S. Almario (2020),Paper Book,21 cm,,21 cm,,,21 cm,,,,,,37,,,Your library,"Tagalog, English",Tagalog,,[9789715081726],"9789715081726, 971508172X",Beggars Philippines Juvenile fiction|Poor children Philippines Juvenile fiction|Poor families Philippines Juvenile fiction,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,31337247,(No name),,,
253713852,12:01,1,"Molina, Russell",Author,"Baldisimo, Kajo",Illustrator,Anino Comics,2022,,,12:01[return]Hatinggabi na.[return]Nasa labas ka pa rin? Hala. [return]Nakalimutan mo ba ang curfew?,,12:01 by Russell Molina (2022),Paper Book,48 p.; 9 inches,0.28 pounds,9 inches,,6 inches,9 x 6 inches,48,2017344923,[2023-12-03],,,38,,"comic, graphic novel, martial law, 25-50 pages, Tagalog","Your library, Graphic Novels, Anino Comics",Tagalog,Tagalog,PN6790.P53 M65,[9789715085984],"9789715085984, 9715085989",Comic books and children Philippines,741.5973,"Cartoons, Caricatures, Comics > Collections > Drawing &  drawings > Graphic arts and decorative arts > North American > The arts > United States (General)",,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,19642917,"L., Louis",Checked out,4/6/2024,5/5/2024
253714023,Si Lola Apura At Si Lolo Un Momento,1,"Lopez, I.S.A.",Author,Vanesa Tamayo,Illustrator,"Adarna House (2015), Edition: First, 28 pages",2015,,,"Lola Apura and Lolo Un Momento—their looks are different and their ways are different. But wherever they go, and whatever they do, they always help each other and are happy to.[return][return]Si Lola Apura at si Lolo Un Momento—sa kilos at itsura ay talagang magkaiba. Pero saan man magpunta at anuman ang gawin, sila'y nagtutulungan at palaging masaya!",,Si Lola Apura At Si Lolo Un Momento by I.S.A. Lopez (2015),Paperback,,,,,,,,,,,,39,,,Your library,Tagalog,Tagalog,,[9715085865],"9715085865, 9789715085861",,,,,1,amazon.com books,[2023-12-04],,,18192192,"F, Jenn",Checked out,3/24/2024,4/7/2024
253714038,Isang Harding Papel,1,"Rivera, Augie",Author,"Joson, Rommel",Illustrator,"Adarna House, Inc.",2014,,,"Napupuno na ng mga bulaklak ang kuwarto ni Jenny pero wala pa rin ang nanay niya.[return]Panahon ng Martial Law, panahon ng pinaiiral na disiplina para daw sa kaunlaran. Pero para kay Jenny, panahon iyon ng pagkakalayo nilang mag-ina.[return]Kailan kaya matatapos ang pagbuo niya ng harding papel?[return]Ang aklat na ito ay rekomendado sa mga batang edad 8 pataas.",,Isang Harding Papel by Augie Rivera (2014),Paperback,36 p.,,,,,,36,,[2023-12-03],,,40,,picturebook,Your library,Tagalog,Tagalog,,[9789715084857],"9789715084857, 9715084850",,,,,1,amazon.com books,[2023-12-04],,,19814763,(No name),,,
253714086,Ang paaralan ni Fuwan,1,"Almario, Virgilio S.",,"Cat S.,",Illustrator.,"Quezon City, Manila, Philippines : Adarna House, 2020.",2020,,,Gusto ni Fuwan pumasok sa paaralan ngunit kailangan niyang tumulong sa kaniyang ama at kuya sa mga gawain sa bukid. Hindi niya mapigilang isipin kung ano ang mga bagong ituturo ng kaniyang guro. Kailan kaya siya makababalik sa paaralan?[return][return]Fuwan wants to go to school but she has to help her father and brother work in the fields. She can't help but wonder what new things her teacher is going to share. Will she ever be able to return to school?,,Ang paaralan ni Fuwan by Virgilio S. Almario (2020),Paper Book,21 cm,,21 cm,,,21 cm,,,,,,41,,,Your library,Tagalog,,,[9789715081719],"9789715081719, 9715081711",CHILDREN'S STORIES|Children's Stories|Children's stories|FRIENDSHIP FICTION|Friendship FICTION|Friendship FIction|Friendship Fiction|Friendship Juvenile Fiction|Friendship Juvenile fiction|Friendship fiction|Friendship juvenile fiction|Schools Fiction|Schools JUvenile fiction|Schools Juvenile Fiction|Schools Juvenile fiction|Schools fiction|children's stories|friendship fiction|schools fiction,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,"San Francisco Public Library (San Francisco, CA)",[2023-12-04],,,31337268,(No name),,,
253714170,Salusalo para kay Kuya (Filipino),1,"Tinio, Ergoe",Author,,,Adarna House (2015),2015,,,"It's Kuya's birthday today! There are a lot of guests, the feast is delicious, and there's even an exhibit of his works. It's a shame he won't be with us. We miss him so much. [return][return]Kaarawan ni Kuya ngayon! Ang daming bisita, ang sasarap ng handa, at mayroon pang eksibit ng mga guhit niya. Sayang at hindi siya makakasama. Miss na miss na namin siya.",,Salusalo para kay Kuya (Filipino) by Ergoe Tinio (2015),Paperback,,1.01 pounds,,,,,,,,,,42,,,Your library,Tagalog,,,[9715085636],"9715085636, 9789715085632",,,,,1,amazon.com books,[2023-12-04],,,30735389,(No name),,,
253714465,Maghapon Namin ni Nanay,1,"Gojo Cruz, Genaro",Author,,,"Adarna House, Inc.",2022,,,"Nagbabasa man o nagtatawanan, naglalaro man o nagluluto, kay saya ng araw kapag magkasama kami ni Nanay![return]Whether we’re reading or laughing, playing or cooking, happiness fills the day when I’m with Mother!",,Maghapon Namin ni Nanay by Genaro Gojo Cruz (2022),Board book,12 p.; 6.5 inches,0.41 pounds,6.5 inches,,6.5 inches,6.5 x 6.5 inches,12,,[2023-12-03],,,43,,"board book, nanay, mother, Tagalog",Your library,Tagalog,Tagalog,,[9789715085571],"9789715085571, 9715085571",,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,amazon.com books,[2023-12-04],,,16228587,(No name),,,
253716427,Liryo,1,"Paolo, Magtira",Illustrator,,,Anino Comics,2022,,,"Ang librong ito ay nilikha upang isalaysay ang mga kuwentong itinago sa dilim at upang marinig ang mga tinig na pinatahimik ng dahas. Mula sa masa, tungo sa masa.",,Liryo by Magtira Paolo (2022),Paper Book,64 p.; 9 inches,0.44 pounds,9 inches,,6.25 inches,9 x 6.25 inches,64,2021346172,[2023-12-03],,,44,,"Anino comics, graphic novel, Tagalog, martial law","Your library, Graphic Novels, Anino Comics",Tagalog,Tagalog,,[9789715087391],"9789715087391, 9715087396",,,,,1,"Library of Congress (Washington, DC)",[2023-12-04],,,23356141,(No name),,,
253717181,Be Mine,1,JAGGA,,,,Bookware Publishing Corporation,2022,,,"Meet Wayen, medyo pretty pero medyo crazy din. Meet Jay, Wayen's childhood best friend. Meet Brian, longtime crush ni Wayen at close friend ni Jay. Meet ""Be Mine"", a fun, light story of love and friendship. It is a social media serye made popular on Twitter, read and enjoyed by thousands of Twitter peeps![return][return]Composed of twitter pages and text message exchanges. Almost entirely in Tagalog with a few English words here and there.",,"Meet Wayen, medyo pretty pero medyo crazy din. Meet Jay, Wayen's childhood best friend. Meet Brian, longtime crush ni Wayen at close friend ni Jay. Meet ""Be Mine"", a fun, light story of love and friendship. It is a social media serye made popular on Twitter, read and enjoyed by thousands of Twitter peeps!",Paperback,,,,,,,,,[2023-12-03],,,45,,,Your library,"Tagalog, English",,,[9789714329447],"9789714329447, 9714329442",,,,,1,manual entry,[2023-12-04],,,31337505,(No name),,,
253717742,"Mars, May Zombie!",1,"Pascual, Chuckberry J.",,,,"Adarna House, Inc.",2022,,,"Taong 2028, walong taon matapos ang zombie outbreak, nahahati na sa zones ang buong mundo- ang Red Zones kung nasaan ang karamihan ng mga survivor; ang Black Zones na tadtad na ng mga zombie; at ang Blue Zones kung saan ligtas na nabubuhay ang mayayaman. Sanay nang magpalipat-lipat ng Red Zones si Mars kasama ang kaniyang Lola Vicky at best friend na si Bey para maghanap ng mga gamit na puwedeng ipagpalit at ng banyong may tubig. Isang araw, napagpasyahang magpunta ni Mars sa pinakamalapit na Blue Zone at may natuklasang sekretong mas malala pa sa mga nangangaing zombie!",,"Taong 2028, walong taon matapos ang zombie outbreak, nahahati na sa zones ang buong mundo- ang Red Zones kung nasaan ang karamihan ng mga survivor; ang Black Zones na tadtad na ng mga zombie; at ang Blue Zones kung saan ligtas na nabubuhay ang mayayaman. Sanay nang magpalipat-lipat ng Red Zones si Mars kasama ang kaniyang Lola Vicky at best friend na si Bey para maghanap ng mga gamit na puwedeng ipagpalit at ng banyong may tubig. Isang araw, napagpasyahang magpunta ni Mars sa pinakamalapit na Blue Zone at may natuklasang sekretong mas malala pa sa mga nangangaing zombie!",Paperback,,,,,,,382,,[2023-12-03],,,46,,,Your library,Tagalog,,,[9789715089302],"9789715089302, 9715089305",,,,,1,manual entry,[2023-12-04],,,31337543,(No name),,,
253718136,Team Abangers at Ang Estilong Trumpo,1,"Lauw, Boon",Author,"Tadiar, Tori",Illustrator,"Lampara Publishing House, Inc.",2021,,,Hindi kagaya ni Tala ang ibang mga bata sa bahay-ampunan. Hindi siya iniwan. Nawawala lang.[return]Ang plano niya: tutulungan niya ang kanyang mga magulang na mahanap siya. Kailangan niya lang makasali sa kontes na Laro ng Lahi. [return]Pero parang hanggang plano na lang ito. Malabo kasing makabuo ng grupong sasali dahil sa alitan ng Grade 5 at Grade 6. [return]Mukhang magtitiis na naman si Tala na mag-abang.,,Hindi kagaya ni Tala ang ibang mga bata sa bahay-ampunan. Hindi siya iniwan. Nawawala lang. Ang plano niya: tutulungan niya ang kanyang mga magulang na mahanap siya. Kailangan niya lang makasali sa kontes na Laro ng Lahi. Pero parang hanggang plano na lang ito. Malabo kasing makabuo ng grupong sasali dahil sa alitan ng Grade 5 at Grade 6. Mukhang magtitiis na naman si Tala na mag-abang.,Paperback,136 p.; 7.87 inches,,7.87 inches,,,7.87 inches,136,,[2023-12-03],,,47,,"competition, fiction, orphans, Philippines (setting), Tagalog",Your library,Tagalog,Tagalog,,[9786214740031],"9786214740031, 6214740035",,,,,1,manual entry,[2023-12-04],,,31337579,(No name),,,
253720430,Detective Boys of Masangkay Ang Mangkukulam,1,"Sastrillo, Bernalyn Hapin",,"Sinaban, Borg",Illustrator,"Adarna House, Inc.",2016,,,Nawawala ang alagang pusa ni Ate Lotlot at ang alagang tuta ni Junjun. Ninakaw ang mga sinampay ni Aling Cora. Pinatay ang mga panabong na manok ni Mang Jimmy. Na-kidnap ang sikat na Shino Kid. [return]May isang mangkukulam. May isang dalagitang bagong lipat. May tatlong binatilyong fans ni Detective Conan. [return]Sila ang lulutas sa lahat ng misteryong bumabalot sa Barangay Masangkay.,,Detective Boys of Masangkay Ang Mangkukulam by Bernalyn Hapin Sastrillo (2016),Paperback,207 p.; 9 inches,0.66 pounds,9 inches,,6 inches,9 x 6 inches,207,,[2023-12-03],,,48,,"best friends, fiction, friendship, juvenile fiction, teenagers, detective and mystery fiction, mystery",Your library,Tagalog,Tagalog,PL6058.S28,[9789715086080],"9789715086080, 971508608X",,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2023-12-04],,,22060563,(No name),,,
253720915,Maliliit na Gagamba,1,"Go, Dani",Illustrator,,,"Adarna House, Inc.",2021,,,Kabilang sa seryeng nagtatampok ng mga awiting kagigiliwan ng mga bata.[return][return]Part of a series featuring songs that children enjoy.,,Maliliit na Gagamba by Dani Go (2021),Board book,10 p.; 5.12 inches,0.24 pounds,5.12 inches,,5.12 inches,5.12 x 5.12 inches,10,,[2023-12-03],,,49,,"board book, songs",Your library,Tagalog,,,[9789715088657],"9789715088657, 9715088651",,398.8,"Customs, Etiquette, Folklore > Folklore > Rhymes and rhyming games > Social sciences",,1,manual entry,[2023-12-04],,,31337737,"G, Ana",Checked out,3/10/2024,3/24/2024
253721106,Kung May Dinosaur sa Kamalig ni Lolo,1,"Dandan-Albano, Kora",Author,"Espiritu, Iori",Illustrator,"Adarna House, Inc.",2020,,,Paano mag-alaga ng isang dinosaur?[return]How does one take care of a dinosaur?,,Kung May Dinosaur sa Kamalig ni Lolo by Kora Dandan-Albano (2020),Board book,18 p.; 6.5 inches,0.48 pounds,6.5 inches,,6.5 inches,6.5 x 6.5 inches,18,,[2023-12-03],,,50,,"board book, Tagalog, dinosaurs, lolo, grandpa",Your library,Tagalog,Tagalog,,[9789715087223],"9789715087223, 9715087221",,899.211,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino)",,1,manual entry,[2023-12-04],,,31337745,(No name),,,
253721308,Sina Ana at Maya,1,"Dolot, Crown",Photographer,,,"Adarna House, Inc.",2021,,,Magkatulad. Magkaiba. Ipinapakilala ng board book na ito ang mga pagkakatulad at pagkakaiba ng magkakambal.,,Sina Ana at Maya by Crown Dolot (2021),Board book,12 p.; 5.5 inches,0.44 pounds,5.5 inches,,5.5 inches,5.5 x 5.5 inches,12,,[2023-12-03],,,51,,,Your library,Tagalog,Tagalog,,[9789715088893],"9789715088893, 9715088899",,,,,1,manual entry,[2023-12-04],,,31337755,"K., Ashley",Checked out,4/6/2024,5/5/2024
253721828,The Semideus,5,"De Vera, Melgen",Author,,,PSICOM Publishing Inc.,2021,,,"Once a year, the Olympus Gates open for those who dream of becoming a semideus—a mortal favored by the gods.[return]Xynthea, a girl with no memory of her past, is determined to become one of those lucky mortals, because she believes that someone in the Olympian world can help her recall who she once was. However, being one is not that easy. She needs to overcome various challenges and prove that she has enough strength and ability.[return]Will the Olympians favor Xynthea or will the Fates cut her thread of life short? After all, what are semideuses if not pawns for gods' games?",,The Semideus by Melgen De Vera (2021),Paperback,,,,,,,319,,[2023-12-03],,,52,,,Your library,"Tagalog, English",,,[9786214142668],"9786214142668, 6214142669",,,,,1,manual entry,[2023-12-04],,,31337794,(No name),,,
253722495,Noel! Noel! Leon! Leon!,1,"Canon, Kristine",Author,"Martinez, Nina",Illustrator,"Adarna House, Inc.",2020,,,"Kakaiba si Noel sa ibang mga bata. Hindi man siya nagustuhan ni Leon sa umpisa, naging mabuting magkaibigan pa rin sila.",,Noel! Noel! Leon! Leon! by Kristine Canon (2020),Paperback,32 p.; 11.42 inches,0.33 pounds,11.42 inches,,8.27 inches,11.42 x 8.27 inches,32,,[2023-12-03],,,53,,,Your library,Tagalog,Tagalog,,[9789715088237],"9789715088237, 9715088236",,899.21134,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2023-12-04],,,31337859,"R., Jett",Checked out,4/6/2024,5/5/2024
253722816,Detective Files File 1 Part 1,1,"Gomez, Tamii",,,,PSICOM Publishing Inc.,2018,,,"Amber Sison is just an ordinary high school student until she found herself sticking her nose in a poisoning case at school along with the new transferee, Gray Ivan Silvan. They continued solving cases on and off campus.[return]Then comes her worst nightmare; they were not dealing with just simple people, but a dangerous mafia. [return]Amber resorts to action that puts her life in jeopardy, but she was protected by ""Zeus"", one of the mafia. His mysterious identity raises more questions. The more she unearths about him, the more baffled she becomes, as her search for answers leads her to someone she never thought he is.[return]Will Amber uncover the truth?",,Detective Files File 1 Part 1 by Tamii Gomez (2018),Paperback,256 p.; 7.87 inches,,7.87 inches,,,7.87 inches,256,,[2023-12-03],,,54,,"SHINICHILAAAABS, Wattpad",Your library,"Tagalog, English",,,[9786214141166],"9786214141166, 6214141166",,,,,1,manual entry,[2023-12-04],,,31337897,(No name),,,
253723205,Quarantine,1,"Alba, Lenard S.",,,,Lifebooks,2020,,,"Due to the rapid spread of an unknown virus that causes a malfunction to human lungs resulting to severe coughing, difficulty in breathing, blood vomiting and redness of eyes that can eventually lead to death, the Philippine government decided to quarantine the entire city of Manila by locking down every possible exit to further prevent the infection from spreading. As the mysterious disease continues to wreak havoc, Sarah who is a police woman and the lead survivor, together with her comrades struggles to escape from the city to save themselves from the ongoing catastrophe. But as they go on to their journey, they will discover things that are bizarre, unbelievable, and cannot be easily explained by science.",,Quarantine by Lenard S. Alba (2020),Paperback,,,,,,,256,,[2023-12-03],,,55,,,Your library,"Tagalog, English",,,[9789719648805],9789719648805,,,,,1,manual entry,[2023-12-04],,,31337929,(No name),,,
253723619,Olympus Academy,1,"Cabañero, Mariam Jubel H.",,,,PSICOM Publishing Inc.,2021,,,"Abigail Young is a student recently expelled from her school and it will only take a day for her world to change. As a new member in Olympus Academy, the first school to house Filipino demigods, she has to cope with the sudden shift of her reality quickly. She also needs to accept the fact that she's someone who belongs to this new realm.[return]It takes strong will to accept and a kind heart to understand her new reality... but it takes more than just will and heart to fight against a threat that has been waiting. Along with others, they will be exposed to a big event that is bound to destroy their only sanctuary.[return]Armed with purpose and their god-inherited abilities, the demigods will have to dive deep into a mission that is given not to the strongest, but to the chosen.",,Olympus Academy by Mariam Jubel H. Cabañero (2021),Paperback,,,,,,,255,,[2023-12-03],,,56,,,Your library,"Tagalog, English",,,[9786214142569],"9786214142569, 6214142561",,,,,1,manual entry,[2023-12-04],,,31337977,(No name),,,
253724149,Location Unknown,1,pinutbutterjelli,Author,,,Lifebooks,2021,,,"For Averill, it was a constant routine to stand over a field of dead bodies during the 1899 Tirad Pass War. Since namatay na ang lalaking palagi niyang binibisita sa 19th century, iyon na lang ang lagi niyang binabalikan. Ang gagawin niya lang ay mag-iwan ng bouquet ng white lilies sa nagaagaw-buhay na binata at hintayin bago ito tuluyang mamatay. It was constant. It was routine. Tumatakbo siya roon dahil masyado nang mahirap lupigin ang panahon para sa kanya.[return]It was too hard that she even considered to just up and kill herself. After she got saved by a voice, she returned with a new hope. She got help and decided to never return. But when someone triggered her time travelling tendencies, she went back to 1899. It was sickening at most but she easily returned. Ang hindi niya lang alam ay may kung sinong sumunod sa kanya.",,Location Unknown by pinutbutterjelli (2021),Paperback,464 p.; 7 inches,,7 inches,,4.5 inches,7 x 4.5 inches,464,,[2023-12-03],,,57,,"Wattpad, Taglish, bilingual, Tagalog, English",Your library,"Tagalog, English",Multiple languages,,[9789719648888],"9789719648888, 9719648880",,,,,1,manual entry,[2023-12-04],,,31338034,(No name),,,
253724398,Dekada '70,1,"Bautista, Lualhati",,,,"Anvil Publishing, Inc.",2018,,,"Si Amanda Bartolome ay isang pangkaraniwang babae—asawa ni Julian at ina ng limang anak na lalaki. Sa kanilang subdibisyon, pinakamalaking problema na niya ang mga kapitbahay nilang hindi na natapos magreklamo tungkol sa mga malokong batang Bartolome.[return]Ngunit ang panahon ng martial law ay hindi pangkaraniwang panahon. Sa pangunguna ng panganay nilang si Jules at ang kanyang pagsabak sa madugong rebolusyon, di maiiwasang harapin ng pamilya ang karahasan ng batas militar. Habang ang kanyang mga anak ay hinuhubog ng malagim na dekada, at nahahanap ang kanya-kanyang sariling adhikain sa gitna ng kaguluhan, tinatanong at tinutuklas din ni Amanda ang sarili kung ano nga ba ang kanyang tungkulin at kakanyahan bilang ina, bilang babae, bilang Pilipino.[return][return]Si LUALHATI BAUTISTA ay nagsimulang magsulat sa edad na disisais. Ang mga unang kuwento niya’y nailathala sa Liwayway at sa mga antolohiya ng maiikling kuwento. Nakamit niya ang unang gantimpala sa Palanca para sa mga nobelang ’Gapô (1980), Dekada ’70 (1983), at Bata, Bata . . . Pa’no Ka Ginawa? (1984), liban pa sa mga Palanca na nakamit niya para sa mga maiikling kuwento.[return]Nagsusulat din siya sa telebisyon at pelikula. Dumanas na siya ng pagka-ban ng sensor sa dulang Daga Sa Timba ng Tubig na idinerehe ni Lino Brocka. Ang Sakada na pelikulang tumatalakay sa kalagayan ng mga sugar workers at pinagtulungan nila ng isa pang screenwriter, si Oscar Miranda, ay kinumpiska ng militar sa mga unang taon ng martial law. Gayunman, ang unang solong pelikula niya, ang Bulaklak sa City Jail, ay nagkamit ng karangalang best story at best screenplay sa Metro Manila Film Festival sa taong 1984 at best screenplay sa Film Academy Awards.[return]Noong 2017, pinarangalan siya ng Gawad Dangal ni Balagtas ng Komisyon sa Wikang Filipino.",,Dekada '70 by Lualhati Bautista (2018),Paperback,177 p.; 8 inches,0.64 pounds,8 inches,,5 inches,8 x 5 inches,177,,[2023-12-03],,,58,,classic,Your library,Tagalog,Tagalog,PL6058.B39 D45,[9789712737817],"9789712737817, 9712737810",,899.2113,"Literature > Literature of other languages > Malay and Austronesian languages > Other Literature: Pacific Islands, Basque, Artificial Languages, Georgia, Mesopotamia   > Philippine languages > Tagalog (Filipino) > Tagalog fiction",,1,manual entry,[2023-12-04],,,8457145,"D, Cathy",Checked out,4/27/2024,5/11/2024
253724812,Bone Talk,1,"Gourlay, Candy",,,,"Anvil Publishing, Inc.",2021,,,"Isandaang taon na ang lumipas, isang batang nagngangalang Samkad ang nag-aakalang alam niya na ang lahat. Alam niya ang bundok na kaniyang tirahan. Kilala niya ang kaniyang tribu. Kilala niya ang kanilang kaaway na mortal, ang mga Mangili. Gusto niyang maging isang ganap na lalaki, mabigyan ng sarili niyang kalasag, sibat at palakol panlaban. Si Luki, ang matalik niyang kaibigan, ay gusto rin ng lahat ng ito — iyon nga lang ay babae siya, at walang babaeng nagiging mandirigma kahit kailan.[return]Pero magbabago ang lahat sa pagdating ng isang batang lalaki sa nayon. Sinasabi niyang kapatid niya si Samkad, pero wala siyang nalalaman tungkol sa buhay sa kabundukan. May dala siyang balita tungkol sa mga tinatawag na “Amerikano,” na sa kanilang pagdating sa nayon ay may dalang gulo at digma…",,Bone Talk by Candy Gourlay (2021),Paperback,235 p.; 8 inches,0.47 pounds,8 inches,,5 inches,8 x 5 inches,235,,[2023-12-03],,,59,,translation,Your library,Tagalog,English,PR9550.G68 B66,[9789712735936],"9789712735936, 9712735931",,823.92,2000- > English > English fiction > Literature > Modern Period,,1,manual entry,[2023-12-04],,,22616657,(No name),,,
